bsm_id,bsm_scientific_name,bsm_common_name,bsm_species_id,exists_in_wt
2388,Furnarius minor,Lesser Hornero,,t
2389,Furnarius rufus,Rufous Hornero,,t
2390,Galbalcyrhynchus leucotis,White-eared Jacamar,,t
2391,Galbalcyrhynchus purusianus,Purus Jacamar,,t
2392,Galbula albirostris,Yellow-billed Jacamar,,t
2393,Galbula chalcothorax,Purplish Jacamar,,t
1717,Cuculus clamosus,Black Cuckoo,,t
2394,Galbula cyanescens,Bluish-fronted Jacamar,,t
2395,Galbula cyanicollis,Blue-cheeked Jacamar,,t
2396,Galbula dea,Paradise Jacamar,,t
2397,Galbula galbula,Green-tailed Jacamar,,t
2398,Galbula leucogastra,Bronzy Jacamar,,t
2399,Galbula pastazae,Coppery-chested Jacamar,,t
2401,Galbula tombacea,White-chinned Jacamar,,t
2403,Galerida deva,Tawny Lark,,t
2404,Galerida magnirostris,Large-billed Lark,,t
2405,Galerida malabarica,Malabar Lark,,t
2407,Gallicrex cinerea,Watercock,,t
2408,Gallinago andina,Puna Snipe,,f
2411,Gallinago hardwickii,Latham's Snipe,,t
2412,Gallinago imperialis,Imperial Snipe,,t
2413,Gallinago jamesoni,Jameson's Snipe,,t
2414,Gallinago magellanica,Magellanic Snipe,,f
2416,Gallinago megala,Swinhoe's Snipe,,t
2417,Gallinago nobilis,Noble Snipe,,t
2418,Gallinago paraguaiae,Pantanal Snipe,,t
2420,Gallinago undulata,Giant Snipe,,t
2422,Gallinula galeata,American Moorhen,997,t
2423,Gallinula tenebrosa,Dusky Moorhen,,t
2424,Gallirallus australis,Weka,,t
2425,Gallirallus philippensis,Buff-banded Rail,,t
2426,Gallirallus torquatus,Barred Rail,,t
2427,Galloperdix bicalcarata,Sri Lanka Spurfowl,,t
2428,Galloperdix spadicea,Red Spurfowl,,t
2430,Gallus lafayettii,Sri Lanka Junglefowl,,t
2431,Gallus sonneratii,Grey Junglefowl,,t
2432,Gallus varius,Green Junglefowl,,t
2434,Gampsorhynchus rufulus,White-hooded Babbler,,t
2435,Gampsorhynchus torquatus,Collared Babbler,,t
2436,Garrulax canorus,Chinese Hwamei,1333,t
2437,Garrulax leucolophus,White-crested Laughingthrush,,t
2438,Garrulax milleti,Black-hooded Laughingthrush,,t
2439,Garrulax monileger,Lesser Necklaced Laughingthrush,,t
2440,Garrulax palliatus,Sunda Laughingthrush,,t
2441,Garrulax strepitans,White-necked Laughingthrush,,f
2442,Garrulax taewanus,Taiwan Hwamei,,t
2444,Garrulus lanceolatus,Black-headed Jay,,t
2445,Garrulus lidthi,Lidth's Jay,,t
2446,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,,f
2447,Gastrophryne olivacea,Great Plains Narrow-mouthed Toad,,f
2448,Gavia adamsii,White-billed Diver,390,f
2449,Gavia arctica,Black-throated Diver,378,t
2450,Gavia immer,Great Northern Diver,743,t
2451,Gavia pacifica,Pacific Diver,2821,t
2452,Gavia stellata,Red-throated Diver,807,t
2453,Gavicalis fasciogularis,Mangrove Honeyeater,,f
2454,Gavicalis virescens,Singing Honeyeater,,t
2455,Gecinulus grantia,Pale-headed Woodpecker,,t
2456,Gecinulus viridis,Bamboo Woodpecker,,t
2458,Geocerthia serrana,Striated Earthcreeper,,t
2461,Geoffroyus geoffroyi,Red-cheeked Parrot,,t
2462,Geoffroyus heteroclitus,Singing Parrot,,t
2463,Geokichla citrina,Orange-headed Thrush,,t
2464,Geokichla gurneyi,Orange Ground-Thrush,,t
2465,Geokichla guttata,Spotted Ground-Thrush,,f
2466,Geokichla peronii,Orange-banded Thrush,,t
2467,Geokichla piaggiae,Abyssinian Ground-Thrush,,t
2468,Geokichla sibirica,Siberian Thrush,,t
2469,Geokichla spiloptera,Spot-winged Thrush,,t
2470,Geopelia humeralis,Bar-shouldered Dove,,t
2471,Geopelia placida,Peaceful Dove,,t
2473,Geositta antarctica,Short-billed Miner,,t
2474,Geositta cunicularia,Common Miner,,t
2476,Geositta rufipennis,Rufous-banded Miner,,t
2477,Geositta tenuirostris,Slender-billed Miner,,t
2478,Geospizopsis plebejus,Ash-breasted Sierra Finch,,t
2479,Geospizopsis unicolor,Plumbeous Sierra Finch,,t
2485,Geothlypis poliocephala,Grey-crowned Yellowthroat,1189,t
2495,Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,,t
2496,Geranoaetus polyosoma,Variable Hawk,,t
2499,Gerygone chloronota,Green-backed Gerygone,,t
2500,Gerygone flavolateralis,Fan-tailed Gerygone,,t
2501,Gerygone fusca,Western Gerygone,,t
2502,Gerygone igata,Grey Gerygone,,t
2503,Gerygone levigaster,Mangrove Gerygone,,t
2504,Gerygone magnirostris,Large-billed Gerygone,,t
2505,Gerygone mouki,Brown Gerygone,,t
2506,Gerygone olivacea,White-throated Gerygone,,t
2507,Gerygone palpebrosa,Fairy Gerygone,,t
2508,Gerygone sulphurea,Golden-bellied Gerygone,,t
2509,Glareola lactea,Small Pratincole,,t
2513,Glaucidium bolivianum,Yungas Pygmy-Owl,,t
2515,Glaucidium capense,African Barred Owlet,,t
2516,Glaucidium castanopterum,Javan Owlet,,t
2517,Glaucidium castanotum,Chestnut-backed Owlet,,t
2519,Glaucidium cuculoides,Asian Barred Owlet,,t
2522,Glaucidium hardyi,Amazonian Pygmy-Owl,,t
2523,Glaucidium jardinii,Andean Pygmy-Owl,,t
2524,Glaucidium minutissimum,Least Pygmy-Owl,,t
2525,Glaucidium nana,Austral Pygmy-Owl,,t
2526,Glaucidium nubicola,Cloud-forest Pygmy-Owl,,t
2528,Glaucidium parkeri,Subtropical Pygmy-Owl,,t
2530,Glaucidium perlatum,Pearl-spotted Owlet,,t
2531,Glaucidium peruanum,Peruvian Pygmy-Owl,,t
2532,Glaucidium radiatum,Jungle Owlet,,t
2535,Glaucidium tephronotum,Red-chested Owlet,,f
2536,Glaucis dohrnii,Hook-billed Hermit,,f
2538,Gliciphila melanops,Tawny-crowned Honeyeater,,t
2539,Glossopsitta concinna,Musk Lorikeet,,t
2541,Gnorimopsar chopi,Chopi Blackbird,,t
2542,Gorsachius melanolophus,Malayan Night Heron,,t
2543,Gracula indica,Southern Hill Myna,,t
2544,Gracula ptilogenys,Sri Lanka Myna,,t
2546,Gracupica contra,Indian Pied Starling,,t
2547,Gracupica nigricollis,Black-collared Starling,,t
2548,Grallaria albigula,White-throated Antpitta,,t
2549,Grallaria alleni,Moustached Antpitta,,t
2550,Grallaria andicolus,Stripe-headed Antpitta,,t
2551,Grallaria bangsi,Santa Marta Antpitta,,t
2552,Grallaria blakei,Chestnut Antpitta,,t
2553,Grallaria cajamarcae,Cajamarca Antpitta,,f
2554,Grallaria capitalis,Bay Antpitta,,t
2555,Grallaria carrikeri,Pale-billed Antpitta,,t
2556,Grallaria dignissima,Ochre-striped Antpitta,,t
2557,Grallaria erythroleuca,Red-and-white Antpitta,,t
2558,Grallaria erythrotis,Rufous-faced Antpitta,,t
2559,Grallaria flavotincta,Yellow-breasted Antpitta,,t
2560,Grallaria gigantea,Giant Antpitta,,t
2561,Grallaria gravesi,Chachapoyas Antpitta,,f
2562,Grallaria griseonucha,Grey-naped Antpitta,,t
2564,Grallaria haplonota,Plain-backed Antpitta,,t
2565,Grallaria hypoleuca,White-bellied Antpitta,,t
2566,Grallaria kaestneri,Cundinamarca Antpitta,,t
2567,Grallaria milleri,Brown-banded Antpitta,,t
2568,Grallaria nuchalis,Chestnut-naped Antpitta,,t
2569,Grallaria occabambae,Urubamba Antpitta,,f
2570,Grallaria przewalskii,Rusty-tinged Antpitta,,t
2571,Grallaria quitensis,Tawny Antpitta,,t
2572,Grallaria ridgelyi,Jocotoco Antpitta,,t
2573,Grallaria ruficapilla,Chestnut-crowned Antpitta,,t
2574,Grallaria rufocinerea,Bicoloured Antpitta,,t
2575,Grallaria rufula,Muisca Antpitta,,t
2576,Grallaria saturata,Equatorial Antpitta,,f
2577,Grallaria squamigera,Undulated Antpitta,,t
2578,Grallaria urraoensis,Urrao Antpitta,,t
2579,Grallaria varia,Variegated Antpitta,,t
2580,Grallaria watkinsi,Watkins's Antpitta,,t
2581,Grallaricula cucullata,Hooded Antpitta,,t
2582,Grallaricula ferrugineipectus,Rusty-breasted Antpitta,,t
2584,Grallaricula leymebambae,Leymebamba Antpitta,,t
2585,Grallaricula lineifrons,Crescent-faced Antpitta,,t
2586,Grallaricula nana,Slate-crowned Antpitta,,t
2587,Grallaricula ochraceifrons,Ochre-fronted Antpitta,,t
2588,Grallaricula peruviana,Peruvian Antpitta,,t
2589,Grallina cyanoleuca,Magpie-lark,,t
2590,Grammatoptila striata,Striated Laughingthrush,,t
2591,Granatellus pelzelni,Rose-breasted Chat,,t
2592,Granatellus sallaei,Grey-throated Chat,1275,t
2594,Granatina ianthinogaster,Purple Grenadier,,t
2595,Grantiella picta,Painted Honeyeater,,t
2596,Graydidascalus brachyurus,Short-tailed Parrot,,t
2599,Grus japonensis,Red-crowned Crane,,t
2601,Grus nigricollis,Black-necked Crane,,t
2602,Gryllus assimilis,Gryllus assimilis,,f
2603,Gryllus fultoni,Southern Wood Cricket,,f
2604,Gryllus pennsylvanicus,Fall Field Cricket,,f
2605,Gryllus rubens,Southeastern Field Cricket,,f
2606,Guaruba guarouba,Golden Parakeet,,t
2607,Gubernatrix cristata,Yellow Cardinal,,f
2608,Gubernetes yetapa,Streamer-tailed Tyrant,,t
2609,Guira guira,Guira Cuckoo,,t
2611,Guttera pucherani,Eastern Crested Guineafowl,,t
2613,Gymnasio nudipes,Puerto Rican Owl,,f
2614,Gymnobucco bonapartei,Grey-throated Barbet,,f
2615,Gymnobucco calvus,Naked-faced Barbet,,t
2617,Gymnomystax mexicanus,Oriole Blackbird,,t
2618,Gymnomyza brunneirostris,Duetting Giant-Honeyeater,,t
2619,Gymnomyza samoensis,Mao,,t
2620,Gymnopithys bicolor,Bicoloured Antbird,552,t
2621,Gymnopithys leucaspis,White-cheeked Antbird,,t
2622,Gymnopithys rufigula,Rufous-throated Antbird,,t
2623,Gymnorhina tibicen,Australian Magpie,,t
2625,Gymnoris dentata,Sahel Bush Sparrow,,t
2626,Gymnoris pyrgita,Yellow-spotted Bush Sparrow,,t
2627,Gymnoris superciliaris,Yellow-throated Bush Sparrow,,t
2628,Gymnoris xanthocollis,Yellow-throated Sparrow,,t
2629,Gyps fulvus,Griffon Vulture,4562,t
2630,Gyps himalayensis,Himalayan Griffon,,f
2631,Gypsophila brevicaudata,Streaked Wren-Babbler,,f
2632,Gypsophila rufipectus,Rusty-breasted Wren-Babbler,,f
2634,Habia cristata,Crested Ant-Tanager,,t
2636,Habia gutturalis,Sooty Ant-Tanager,,t
2638,Haematopus ater,Blackish Oystercatcher,,t
2640,Haematopus finschi,South Island Oystercatcher,,f
2641,Haematopus fuliginosus,Sooty Oystercatcher,,t
2642,Haematopus leucopodus,Magellanic Oystercatcher,,t
2643,Haematopus longirostris,Pied Oystercatcher,,t
2646,Haematopus unicolor,Variable Oystercatcher,,t
2647,Haematortyx sanguiniceps,Crimson-headed Partridge,,t
2651,Hafferia fortis,Sooty Antbird,,t
2652,Hafferia immaculata,Blue-lored Antbird,,t
2654,Halcyon albiventris,Brown-hooded Kingfisher,,t
2655,Halcyon badia,Chocolate-backed Kingfisher,,t
2656,Halcyon chelicuti,Striped Kingfisher,,t
2657,Halcyon coromanda,Ruddy Kingfisher,,t
2658,Halcyon gularis,Brown-breasted Kingfisher,,f
2659,Halcyon leucocephala,Grey-headed Kingfisher,,t
2660,Halcyon malimbica,Blue-breasted Kingfisher,,t
2661,Halcyon pileata,Black-capped Kingfisher,,t
2662,Halcyon senegalensis,Woodland Kingfisher,,t
2665,Haliaeetus humilis,Lesser Fish-Eagle,,t
2666,Haliaeetus ichthyaetus,Gray-headed Fish-Eagle,,t
2668,Haliaeetus leucogaster,White-bellied Sea-Eagle,,t
2670,Haliaeetus vocifer,African Fish-Eagle,,t
2671,Haliastur indus,Brahminy Kite,,t
2672,Haliastur sphenurus,Whistling Kite,,t
2674,Hapalopsittaca amazonina,Rusty-faced Parrot,,t
2675,Hapalopsittaca fuertesi,Indigo-winged Parrot,,t
2676,Hapaloptila castanea,White-faced Nunbird,,t
2678,Haplospiza unicolor,Uniform Finch,,t
2679,Harpactes ardens,Philippine Trogon,,t
2680,Harpactes diardii,Diard's Trogon,,t
2681,Harpactes duvaucelii,Scarlet-rumped Trogon,,t
2682,Harpactes erythrocephalus,Red-headed Trogon,,t
2683,Harpactes fasciatus,Malabar Trogon,,t
2684,Harpactes kasumba,Red-naped Trogon,,t
2685,Harpactes oreskios,Orange-breasted Trogon,,t
2686,Harpactes orrhophaeus,Cinnamon-rumped Trogon,,t
2689,Harpagus diodon,Rufous-thighed Kite,,t
1947,Diuca diuca,Diuca Finch,,t
2691,Harpyopsis novaeguineae,New Guinea Eagle,,t
2692,Hedydipna collaris,Collared Sunbird,,t
2693,Hedydipna metallica,Nile Valley Sunbird,,t
2694,Hedydipna platura,Pygmy Sunbird,,t
2695,Heliangelus amethysticollis,Amethyst-throated Sunangel,,t
2696,Heliangelus exortis,Tourmaline Sunangel,,t
2697,Heliangelus viola,Purple-throated Sunangel,,t
2699,Heliobletus contaminatus,Sharp-billed Treehunter,,t
2701,Heliodoxa leadbeateri,Violet-fronted Brilliant,,t
2702,Heliodoxa rubinoides,Fawn-breasted Brilliant,,t
2706,Heliothryx auritus,Black-eared Fairy,,f
2707,Hellmayrea gularis,White-browed Spinetail,,t
2709,Helopsaltes certhiola,Pallas's Grasshopper Warbler,,f
2711,Helopsaltes pryeri,Marsh Grassbird,,f
2712,Hemicircus canente,Heart-spotted Woodpecker,,t
2713,Hemicircus concretus,Grey-and-buff Woodpecker,,t
2715,Hemiprocne comata,Whiskered Treeswift,,t
2716,Hemiprocne coronata,Crested Treeswift,,t
2717,Hemiprocne longipennis,Grey-rumped Treeswift,,t
2718,Hemiprocne mystacea,Moustached Treeswift,,t
2719,Hemipus hirundinaceus,Black-winged Flycatcher-shrike,,t
2720,Hemipus picatus,Bar-winged Flycatcher-shrike,,t
2722,Hemithraupis guira,Guira Tanager,,t
2723,Hemithraupis ruficapilla,Rufous-headed Tanager,,t
2724,Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-Tyrant,,t
2725,Hemitriccus cohnhafti,Acre Tody-Tyrant,,t
2726,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,,t
2727,Hemitriccus flammulatus,Flammulated Pygmy-Tyrant,,t
2728,Hemitriccus furcatus,Fork-tailed Pygmy-Tyrant,,t
2729,Hemitriccus granadensis,Black-throated Tody-Tyrant,,t
2730,Hemitriccus griseipectus,White-bellied Tody-Tyrant,,t
2731,Hemitriccus inornatus,Pelzeln's Tody-Tyrant,,t
2732,Hemitriccus iohannis,Johannes's Tody-Tyrant,,t
2733,Hemitriccus margaritaceiventer,Pearly-vented Tody-Tyrant,,t
2734,Hemitriccus minimus,Zimmer's Tody-Tyrant,,t
2735,Hemitriccus minor,Snethlage's Tody-Tyrant,,t
2736,Hemitriccus nidipendulus,Hangnest Tody-Tyrant,,t
2737,Hemitriccus obsoletus,Brown-breasted Pygmy-Tyrant,,t
2738,Hemitriccus orbitatus,Eye-ringed Tody-Tyrant,,t
2739,Hemitriccus rufigularis,Buff-throated Tody-Tyrant,,t
2740,Hemitriccus spodiops,Yungas Tody-Tyrant,,f
2741,Hemitriccus striaticollis,Stripe-necked Tody-Tyrant,,t
2742,Hemitriccus zosterops,White-eyed Tody-Tyrant,,t
2743,Hemixos castanonotus,Chestnut Bulbul,,t
2744,Hemixos cinereus,Cinereous Bulbul,,t
2745,Hemixos flavala,Ashy Bulbul,,t
2746,Henicorhina anachoreta,Hermit Wood-Wren,,t
2747,Henicorhina leucophrys,Grey-breasted Wood-Wren,1176,t
2748,Henicorhina leucoptera,Bar-winged Wood-Wren,,t
2750,Henicorhina negreti,Munchique Wood-Wren,,t
2752,Herpsilochmus atricapillus,Black-capped Antwren,,t
2753,Herpsilochmus axillaris,Yellow-breasted Antwren,,t
2754,Herpsilochmus dorsimaculatus,Spot-backed Antwren,,t
2755,Herpsilochmus dugandi,Dugand's Antwren,,t
2756,Herpsilochmus frater,Rusty-winged Antwren,,f
2757,Herpsilochmus gentryi,Ancient Antwren,,t
2758,Herpsilochmus longirostris,Large-billed Antwren,,t
2759,Herpsilochmus motacilloides,Creamy-bellied Antwren,,t
2760,Herpsilochmus parkeri,Ash-throated Antwren,,t
2761,Herpsilochmus pectoralis,Pectoral Antwren,,t
2762,Herpsilochmus pileatus,Bahia Antwren,,t
2763,Herpsilochmus roraimae,Roraiman Antwren,,t
2764,Herpsilochmus rufimarginatus,Rufous-margined Antwren,1785,t
2765,Herpsilochmus sellowi,Caatinga Antwren,,t
2766,Herpsilochmus stictocephalus,Todd's Antwren,,t
2767,Herpsilochmus sticturus,Spot-tailed Antwren,,t
2768,Heterocercus aurantiivertex,Orange-crowned Manakin,,t
2769,Heterocercus flavivertex,Yellow-crowned Manakin,,f
2770,Heterocercus linteatus,Flame-crowned Manakin,,f
2771,Heteromyias albispecularis,Arfak Robin,,t
2772,Heteromyias cinereifrons,Grey-headed Robin,,t
2773,Heterophasia auricularis,White-eared Sibia,,t
2774,Heterophasia capistrata,Rufous Sibia,,t
2775,Heterophasia desgodinsi,Black-headed Sibia,,t
2776,Heterophasia gracilis,Grey Sibia,,t
2777,Heterophasia melanoleuca,Black-backed Sibia,,t
2778,Heterophasia picaoides,Long-tailed Sibia,,t
2779,Heterophasia pulchella,Beautiful Sibia,,t
2782,Hierococcyx bocki,Dark Hawk-Cuckoo,,t
2783,Hierococcyx fugax,Malaysian Hawk-Cuckoo,,t
2784,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,,t
2785,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,,t
2786,Hierococcyx pectoralis,Philippine Hawk-Cuckoo,,t
2787,Hierococcyx sparverioides,Large Hawk-Cuckoo,,t
2788,Hierococcyx vagans,Moustached Hawk-Cuckoo,,t
2789,Hierococcyx varius,Common Hawk-Cuckoo,,t
2791,Himantopus leucocephalus,Pied Stilt,,t
2795,Hippolais languida,Upcher's Warbler,,t
2799,Hirundapus giganteus,Brown-backed Needletail,,f
2800,Hirundinea ferruginea,Cliff Flycatcher,,t
2801,Hirundo angolensis,Angola Swallow,,t
2802,Hirundo neoxena,Welcome Swallow,,t
2804,Hirundo smithii,Wire-tailed Swallow,,t
2805,Hirundo tahitica,Pacific Swallow,,t
2807,Histurgops ruficauda,Rufous-tailed Weaver,,f
2808,Horizocerus albocristatus,Western Long-tailed Hornbill,,f
2809,Horornis acanthizoides,Yellowish-bellied Bush Warbler,,t
2810,Horornis annae,Palau Bush Warbler,,f
2811,Horornis brunnescens,Hume's Bush Warbler,,t
2812,Horornis canturians,Manchurian Bush Warbler,,t
2814,Horornis flavolivaceus,Aberrant Bush Warbler,,t
2815,Horornis fortipes,Brownish-flanked Bush Warbler,,t
2816,Horornis ruficapilla,Fiji Bush Warbler,,t
2817,Horornis seebohmi,Philippine Bush Warbler,,t
2818,Horornis vulcanius,Sunda Bush Warbler,,t
2819,Human non-vocal,Human non-vocal,,f
2820,Human vocal,Human vocal,,f
2821,Human whistle,Human whistle,,f
2828,Hydrophasianus chirurgus,Pheasant-tailed Jacana,,t
2831,Hydropsalis climacocerca,Ladder-tailed Nightjar,,t
2833,Hydropsalis torquata,Scissor-tailed Nightjar,,t
2834,Hydrornis baudii,Blue-headed Pitta,,t
2835,Hydrornis caeruleus,Giant Pitta,,t
2836,Hydrornis cyaneus,Blue Pitta,,t
2837,Hydrornis elliotii,Bar-bellied Pitta,,t
2838,Hydrornis irena,Malayan Banded-Pitta,,t
2839,Hydrornis nipalensis,Blue-naped Pitta,,f
2840,Hydrornis oatesi,Rusty-naped Pitta,,f
2841,Hydrornis schwaneri,Bornean Banded-Pitta,,t
2842,Hydrornis soror,Blue-rumped Pitta,,t
2843,Hylacola cauta,Shy Heathwren,,f
2844,Hylexetastes perrotii,Red-billed Woodcreeper,,t
2845,Hylexetastes stresemanni,Bar-bellied Woodcreeper,,t
2846,Hylexetastes uniformis,Uniform Woodcreeper,,t
2847,Hylia prasina,Green Hylia,,t
2848,Hyliola regilla,Pacific Chorus Frog,,f
2849,Hylocharis chrysura,Gilded Hummingbird,,t
2850,Hylocharis sapphirina,Rufous-throated Sapphire,,t
2853,Hylopezus macularius,Spotted Antpitta,,t
2854,Hylopezus ochroleucus,White-browed Antpitta,,t
2855,Hylopezus paraensis,Snethlage's Antpitta,,t
2857,Hylopezus whittakeri,Alta Floresta Antpitta,,t
2858,Hylophilus amaurocephalus,Grey-eyed Greenlet,,t
2859,Hylophilus brunneiceps,Brown-headed Greenlet,,t
2861,Hylophilus olivaceus,Olivaceous Greenlet,,t
2862,Hylophilus pectoralis,Ashy-headed Greenlet,,t
2863,Hylophilus poicilotis,Rufous-crowned Greenlet,,t
2864,Hylophilus semicinereus,Grey-chested Greenlet,,t
2865,Hylophilus thoracicus,Lemon-chested Greenlet,,t
2867,Hylophylax naevius,Spot-backed Antbird,,t
2868,Hylophylax punctulatus,Dot-backed Antbird,,t
2871,Hymenops perspicillatus,Spectacled Tyrant,,t
2872,Hypargos niveoguttatus,Peters's Twinspot,,f
2873,Hypergerus atriceps,Oriole Warbler,,t
2874,Hypnelus ruficollis,Russet-throated Puffbird,,t
2875,Hypocnemis cantator,Guianan Warbling-Antbird,,t
2876,Hypocnemis flavescens,Imeri Warbling-Antbird,,t
2877,Hypocnemis hypoxantha,Yellow-browed Antbird,,t
2878,Hypocnemis ochrogyna,Rondonia Warbling-Antbird,,t
2879,Hypocnemis peruviana,Peruvian Warbling-Antbird,,t
2880,Hypocnemis striata,Spix's Warbling-Antbird,,t
2881,Hypocnemis subflava,Yellow-breasted Warbling-Antbird,,t
2882,Hypocnemoides maculicauda,Band-tailed Antbird,,t
2883,Hypocnemoides melanopogon,Black-chinned Antbird,,t
2884,Hypocolius ampelinus,Hypocolius,,t
2885,Hypoedaleus guttatus,Spot-backed Antshrike,,t
2886,Hypopyrrhus pyrohypogaster,Red-bellied Grackle,,t
2887,Hypothymis azurea,Black-naped Monarch,,t
2888,Hypothymis puella,Pale-blue Monarch,,t
2889,Hypsipetes amaurotis,Brown-eared Bulbul,,t
2890,Hypsipetes everetti,Yellowish Bulbul,,t
2891,Hypsipetes ganeesa,Square-tailed Bulbul,,t
2892,Hypsipetes leucocephalus,Black Bulbul,,t
2893,Hypsipetes madagascariensis,Malagasy Bulbul,,t
2894,Hypsipetes olivaceus,Mauritius Bulbul,,t
2895,Hypsipetes philippinus,Philippine Bulbul,,t
2896,Ianthocincla maxima,Giant Laughingthrush,,t
2897,Ianthocincla ocellata,Spotted Laughingthrush,,t
2898,Ianthocincla rufogularis,Rufous-chinned Laughingthrush,,f
2899,Ibidorhyncha struthersii,Ibisbill,,t
2901,Ichthyaetus audouinii,Audouin's Gull,,t
2902,Ichthyaetus melanocephalus,Mediterranean Gull,,t
2908,Icterus cayanensis,Epaulet Oriole,,t
2910,Icterus croconotus,Orange-backed Troupial,,t
2913,Icterus graceannae,White-edged Oriole,,t
2917,Icterus jamacaii,Campo Troupial,,t
2920,Icterus nigrogularis,Yellow Oriole,,t
2926,Icterus pyrrhopterus,Variable Oriole,,t
2929,Ictinaetus malaiensis,Black Eagle,,f
2933,Iduna natalensis,African Yellow-Warbler,,t
2934,Iduna opaca,Western Olivaceous Warbler,,t
2935,Iduna pallida,Eastern Olivaceous Warbler,,t
2936,Iduna rama,Sykes's Warbler,,t
2937,Iduna similis,Mountain Yellow-Warbler,,t
2938,Ifrita kowaldi,Blue-capped Ifrita,,t
2939,Ilicura militaris,Pin-tailed Manakin,,t
2940,Illadopsis albipectus,Scaly-breasted Illadopsis,,t
2941,Illadopsis cleaveri,Blackcap Illadopsis,,t
2942,Illadopsis fulvescens,Brown Illadopsis,,t
2943,Illadopsis puveli,Puvel's Illadopsis,,t
2944,Illadopsis pyrrhoptera,Mountain Illadopsis,,f
2945,Illadopsis rufipennis,Pale-breasted Illadopsis,,t
2946,Incaspiza laeta,Buff-bridled Inca-Finch,,t
2947,Incaspiza ortizi,Grey-winged Inca-Finch,,t
2948,Incaspiza personata,Rufous-backed Inca-Finch,,t
2949,Incilius valliceps,Gulf Coast Toad,,f
2950,Indicator indicator,Greater Honeyguide,,t
2951,Indicator minor,Lesser Honeyguide,,t
2952,Indicator variegatus,Scaly-throated Honeyguide,,t
2953,Inezia caudata,Pale-tipped Tyrannulet,,t
2954,Inezia inornata,Plain Tyrannulet,,t
2955,Inezia subflava,Amazonian Tyrannulet,,t
2956,Inezia tenuirostris,Slender-billed Tyrannulet,,t
2957,Iodopleura isabellae,White-browed Purpletuft,,t
2958,Iodopleura pipra,Buff-throated Purpletuft,,t
2959,Iole crypta,Buff-vented Bulbul,,t
2960,Iole indica,Yellow-browed Bulbul,,t
2961,Iole propinqua,Grey-eyed Bulbul,,t
2962,Iole viridescens,Olive Bulbul,,t
2964,Irena cyanogastra,Philippine Fairy-bluebird,,t
